McLennan,2022-04-07 12:40:22,Waco - 5N Base Waco - 5A Dispatch,61 48,respond with channel v bravo this channel be bravo 431 lane report smoke in some apartments which one more channel v bravo italian and two engines 11:00 2568 truck 11 truck to respond on channel b bravo 4:30 on lane commercial structure fire off the call reports some smoke is going in and out of some apartments for subtle channel be bravo battalion chief one thank you to engine 11 engine to engine 5 engine 6008 truck 11 truck to respond on channel be broke,Audio/McLennan-61482022-04-0712-40-22.wav,true,commercial commercial structure fire some smoke structure structure fire 
McLennan,2022-04-07 12:41:59,Waco - 5B Fireground 1,49,no,Audio/McLennan-492022-04-0712-41-59.wav,false,
McLennan,2022-04-07 12:41:52,Waco - 5B Fireground 1,49,take her out,Audio/McLennan-492022-04-0712-41-52.wav,false,
McLennan,2022-04-07 12:41:48,Waco - 5B Fireground 1,49,it's acting up,Audio/McLennan-492022-04-0712-41-48.wav,false,
McLennan,2022-04-07 12:44:28,Waco - 5B Fireground 1,49,stand by the way,Audio/McLennan-492022-04-0712-44-28.wav,false,
McLennan,2022-04-07 12:44:23,Waco - 5B Fireground 1,49,dispatch you have an apartment number,Audio/McLennan-492022-04-0712-44-23.wav,false,
McLennan,2022-04-07 12:44:47,Waco - 5B Fireground 1,49,,Audio/McLennan-492022-04-0712-44-47.wav,false,
McLennan,2022-04-07 12:44:37,Waco - 5N Base Waco - 5A Dispatch, Waco - 5B Fireground 1,61 48, 49,point all the information we got was that it was she just gave that address that you have a specific apartment number,Audio/McLennan-6148,492022-04-0712-44-37.wav,false,
McLennan,2022-04-07 12:45:39,Waco - 5B Fireground 1,49,11 something,Audio/McLennan-492022-04-0712-45-39.wav,false,
McLennan,2022-04-07 12:45:33,Waco - 5B Fireground 1,49,dispatch is full of five plus,Audio/McLennan-492022-04-0712-45-33.wav,false,
McLennan,2022-04-07 12:45:59,Waco - 5B Fireground 1,49,,Audio/McLennan-492022-04-0712-45-59.wav,false,
McLennan,2022-04-07 12:46:09,Waco - 5B Fireground 1,49,let me something,Audio/McLennan-492022-04-0712-46-09.wav,false,
McLennan,2022-04-07 12:46:03,Waco - 5B Fireground 1,49,pause in bangla,Audio/McLennan-492022-04-0712-46-03.wav,false,
McLennan,2022-04-07 12:46:40,Waco - 5B Fireground 1,49,michael evans on scene will be staging,Audio/McLennan-492022-04-0712-46-40.wav,false,
McLennan,2022-04-07 12:46:14,Waco - 5B Fireground 1,49,right now,Audio/McLennan-492022-04-0712-46-14.wav,false,
McLennan,2022-04-07 12:47:10,Waco - 5B Fireground 1,49,104 command will be on,Audio/McLennan-492022-04-0712-47-10.wav,false,
McLennan,2022-04-07 12:46:45,Waco - 5B Fireground 1,49,especially show engine eight on steam engine eight will assume command engine a has a plug at the front of the complex staging thursday at 11 and 5 yeah for investigation,Audio/McLennan-492022-04-0712-46-45.wav,true,plug 
McLennan,2022-04-07 12:47:21,Waco - 5B Fireground 1,49,struggle everyday we're going to pull in this and hey we got a better shot in right here,Audio/McLennan-492022-04-0712-47-21.wav,false,
McLennan,2022-04-07 12:47:14,Waco - 5B Fireground 1,49,go ahead and come into the complex,Audio/McLennan-492022-04-0712-47-14.wav,false,
McLennan,2022-04-07 12:47:47,Waco - 5B Fireground 1,49,thank you though,Audio/McLennan-492022-04-0712-47-47.wav,false,
McLennan,2022-04-07 12:47:34,Waco - 5B Fireground 1,49,pertaining to is on seeing some of the some around here behind front 11:00,Audio/McLennan-492022-04-0712-47-34.wav,false,
McLennan,2022-04-07 12:47:55,Waco - 5B Fireground 1,49,6 something,Audio/McLennan-492022-04-0712-47-55.wav,false,
McLennan,2022-04-07 12:47:51,Waco - 5B Fireground 1,49,it will be staging i don't know,Audio/McLennan-492022-04-0712-47-51.wav,false,
McLennan,2022-04-07 12:48:07,Waco - 5B Fireground 1,49,because you going to go ahead and come in we'll have all units continue to stage but i guess that change 11:00 11:00 11 a.m.,Audio/McLennan-492022-04-0712-48-07.wav,false,
McLennan,2022-04-07 12:48:52,Waco - 5B Fireground 1,49,from command,Audio/McLennan-492022-04-0712-48-52.wav,false,
McLennan,2022-04-07 12:48:56,Waco - 5B Fireground 1,49,,Audio/McLennan-492022-04-0712-48-56.wav,false,
